domain,block,field,fact_text
circleci.com,setup,key_integration,Bitbucket Cloud
circleci.com,setup,key_integration,Bitbucket Data Center
circleci.com,setup,key_integration,GitLab
circleci.com,setup,key_integration,VS Code Extension
clickup.com,pricing,plan,"name=Free Forever | key_limits=60MB Storage, Unlimited Tasks, 5 Spaces, 40 Lists/Space, 100 Folders/Space, Basic Custom Field Manager, 1 Form, 5 Active Rules with 100 Automation executions, 2 Teams, 1 Wiki, 30 day Message History, Trial access to many features"
clickup.com,pricing,plan,"name=Unlimited | price_monthly=10 | price_annual_per_month=7 | currency=USD | key_limits=Unlimited Spaces/Folders/Forms, Unlimited Storage, Unlimited Custom Fields, Unlimited Gantt Charts, Unlimited Integrations, 500 Active Rules with 1,000 Automation executions, 3 Teams, Unlimited Message History"
clickup.com,pricing,plan,"name=Business | price_monthly=19 | price_annual_per_month=12 | currency=USD | key_limits=Everything in Unlimited, Unlimited Dashboards, Unlimited Timeline Views, Webhooks & Automation, 5K Automations Per Month, Mind Mapping, Private Whiteboards, Custom Exporting, 10 Teams"
clickup.com,pricing,plan,"name=Enterprise | key_limits=Everything in Business, Enterprise Permissions and Governance, Unlimited Custom Roles, SAML SSO & SCIM Provisioning, 250K Automations Per Month, Custom Branding, MSA & HIPAA Available, Data Residency, Contact sales for pricing"
clickup.com,pricing,free_plan,True
clickup.com,pricing,pricing_model_notes,"100% Money-back Guarantee within 30 days. Save up to 30% with yearly billing. Pricing is per user/month, billed yearly or monthly. Payment is per Workspace. Discounts available for nonprofits, students, educators, and startups."
clickup.com,features,main_feature,"Tasks, Kanban boards, Gantt charts, and sprint management"
clickup.com,features,main_feature,Collaborative Docs and Wikis
clickup.com,features,main_feature,Native time tracking and resource management
clickup.com,features,main_feature,Dashboards with advanced cards
clickup.com,features,main_feature,Mind mapping and private whiteboards
clickup.com,features,main_feature,Automations and webhook integrations
clickup.com,features,main_feature,Goals and portfolio management
clickup.com,features,main_feature,Calendar view and timeline views
clickup.com,features,main_feature,In-app video recording
clickup.com,features,main_feature,ClickUp Chat and Email in ClickUp
clickup.com,features,main_feature,"AI assistant (Brain) across tasks, docs, chat"
clickup.com,features,main_feature,Enterprise Search across workspace
clickup.com,features,usage_limit,"Free: 60MB storage, 1 form"
clickup.com,features,usage_limit,"Business: 5,000 automations per month"
clickup.com,features,usage_limit,"Enterprise: 250,000 automations per month"
clickup.com,features,usage_limit,"Brain AI: +1,500 AI Super Credits per user/month"
clickup.com,features,usage_limit,"Everything AI: +5,000 AI Super Credits per user/month"
clickup.com,features,usage_limit,"AI Super Credits: $0.001 each ($10 per 10,000)"
clickup.com,setup,has_public_api,True
close.com,pricing,plan,"name=Solo | price_monthly=19 | price_annual_per_month=9 | currency=USD | key_limits=Limited to 1 user, Limited to 10k leads, Workflows not included, 500 AI credits per user/month"
close.com,pricing,plan,"name=Essentials | price_monthly=49 | price_annual_per_month=35 | currency=USD | key_limits=Unlimited contacts & leads, Team collaboration features, Workflows not included, 1000 AI credits per user/month"
close.com,pricing,plan,"name=Growth | price_monthly=109 | price_annual_per_month=99 | currency=USD | key_limits=Automated workflows, Power dialer, Custom activities, 1500 AI credits per user/month"
close.com,pricing,plan,"name=Scale | price_monthly=149 | price_annual_per_month=139 | currency=USD | key_limits=Role-based access & permissions, Lead visibility rules, Predictive dialer, Unlimited call recording retention, 2000 AI credits per user/month"
close.com,pricing,free_plan,False
close.com,pricing,pricing_model_notes,Per-user/seat pricing. Monthly and annual billing options available. Annual plans offer up to 50% savings. Calling and SMS are usage-based and passed through at cost. AI credits included per plan; additional credits available for purchase. 30-day money-back guarantee after purchase.
close.com,features,main_feature,"Built-in calling, email, and SMS communication"
close.com,features,main_feature,Chloe AI sales agent for calling and qualifying leads
close.com,features,main_feature,Automated workflows for outreach and CRM updates
close.com,features,main_feature,Power dialer and predictive dialer
close.com,features,main_feature,Lead and pipeline management with Smart Views
close.com,features,main_feature,Multi-channel inbox and task management
close.com,features,main_feature,Live call coaching and call recording
close.com,features,main_feature,Email open tracking and bulk email sending
close.com,features,main_feature,Meeting scheduling with calendar sync and notetaker
close.com,features,main_feature,Reporting dashboards and opportunity funnel reports
close.com,features,main_feature,"Role-based access, permissions, and lead visibility rules"
close.com,features,main_feature,Mobile app with API access
close.com,features,usage_limit,"Solo: up to 10,000 leads, 1 user only"
close.com,features,usage_limit,"Solo: 500 AI credits/user/month, no rollover"
close.com,features,usage_limit,"Essentials: 1,000 AI credits/user, up to 10,000/month pool"
close.com,features,usage_limit,"Growth: 1,500 AI credits/user, up to 15,000/month pool"
close.com,features,usage_limit,"Scale: 2,000 AI credits/user, up to 20,000/month pool"
close.com,features,usage_limit,Solo/Essentials: 3 connected email accounts; Growth/Scale: 10
close.com,features,usage_limit,Solo/Essentials: call recording retained 30 days; Growth: 90 days
close.com,features,usage_limit,Scale: unlimited call recording retention
close.com,features,usage_limit,"Custom Activities: 250 max; instances 50,000/month on Growth"
coda.io,pricing,free_plan,True
coda.io,pricing,pricing_model_notes,"Pricing model not based on per-seat charging; specific plan names, prices, and limits not detailed on this page text"
coda.io,features,main_feature,Collaborative docs combining doc and app experience
coda.io,features,main_feature,Team hubs for centralizing strategy and schedules
coda.io,features,main_feature,Interconnected tables with synced edits and personalized views
coda.io,features,main_feature,"No-code app building with formulas, buttons, automations"
coda.io,features,main_feature,"AI chat for brainstorming, content creation, Q&A"
coda.io,features,main_feature,"AI assistant to generate tables, summaries, content"
coda.io,features,main_feature,AI column for at-scale auto-generated content from data
coda.io,features,main_feature,600+ integrations with external tools
coda.io,features,main_feature,Customizable templates for multiple team roles
coda.io,features,main_feature,Gallery of published team solutions
coda.io,features,main_feature,Real-time collaboration and decision-making workflows
coinbase.com,pricing,plan,name=Coinbase One
coinbase.com,pricing,free_plan,True
coinbase.com,features,main_feature,"Buy, sell, and manage hundreds of cryptocurrencies"
coinbase.com,features,main_feature,"Trade stock, gold, and silver perpetuals up to 25x leverage"
coinbase.com,features,main_feature,Advanced charting and real-time order books
coinbase.com,features,main_feature,Deep liquidity across hundreds of markets
coinbase.com,features,main_feature,Zero trading fees with Coinbase One membership
coinbase.com,features,main_feature,Boosted rewards and priority support via Coinbase One
coinbase.com,features,main_feature,"Trade, stake, and earn onchain via Base App"
coinbase.com,features,main_feature,Access millions of assets and earn USDC rewards
coinbase.com,features,main_feature,DEX trading available
coinbase.com,features,main_feature,Beginner crypto guides and market updates
coinbase.com,features,main_feature,USDC stablecoin support
coinbase.com,features,main_feature,Sign up and start a crypto portfolio
coinbase.com,features,usage_limit,Stock perpetuals only available in eligible jurisdictions
coinbase.com,features,usage_limit,Products and features may not be available in all regions
coinbase.com,features,usage_limit,$1M trading minimum required for $200K reward pool eligibility
coinbase.com,setup,setup_step,Visit Coinbase Developer Platform and click 'Get started'
coinbase.com,setup,setup_step,Create or use your existing Coinbase account
coinbase.com,setup,setup_step,Obtain a single API key to begin building
coinbase.com,setup,auth_method,API key
coinbase.com,setup,has_public_api,True
coinbase.com,setup,sdk,OnchainKit
coinbase.com,setup,sdk,AgentKit
coinbase.com,setup,key_integration,Payments (stablecoin)
coinbase.com,setup,key_integration,Trading and custody
coinbase.com,setup,key_integration,Wallets (embedded/server)
coinbase.com,setup,key_integration,Onramp & Offramp
coinbase.com,setup,key_integration,Staking
coinbase.com,setup,key_integration,Data API
coinbase.com,setup,key_integration,Node
coinbase.com,setup,key_integration,Paymaster
coinbase.com,setup,key_integration,Exchange API
coinbase.com,setup,key_integration,Prime API
confluent.io,pricing,plan,"name=Basic | price_monthly=0 | currency=USD | key_limits=250/750 MBps throughput, 1,500 partition limit, 5 TB storage limit, 99.5% uptime SLA"
confluent.io,pricing,plan,"name=Standard | price_monthly=385 | currency=USD | key_limits=250/750 MBps throughput, 2,500 partition limit, infinite storage, 99.99% uptime SLA"
confluent.io,pricing,plan,"name=Enterprise | price_monthly=895 | currency=USD | key_limits=1,920/5,760 MBps throughput, 96,000 partition limit, infinite storage, 99.99% uptime SLA, private networking"
confluent.io,pricing,plan,"name=Freight | price_monthly=2300 | currency=USD | key_limits=9,120/27,360 MBps throughput, 50,000 partition limit, infinite storage, relaxed latency"
confluent.io,pricing,free_plan,True
confluent.io,pricing,pricing_model_notes,"Usage-based pricing with Elastic Confluent Units (eCKUs) charged per hour. Basic tier: first eCKU free, then $0.14/eCKU-hour. Data ingress/egress and storage charges vary by tier. Discounts scale with usage."
confluent.io,features,main_feature,Self-managed enterprise-grade Apache Kafka distribution
confluent.io,features,main_feature,Self-Balancing Clusters automate partition distribution across brokers
confluent.io,features,main_feature,Confluent for Kubernetes automates Day-2 Kafka operations
confluent.io,features,main_feature,Tiered Storage offloads workloads to cost-effective object storage
confluent.io,features,main_feature,"Control Center UI scales to 400K partitions, 1-min startup"
confluent.io,features,main_feature,120+ pre-built connectors for data sources and sinks
confluent.io,features,main_feature,Schema Registry enforces data contracts and schema evolution
confluent.io,features,main_feature,Apache Flink integration for real-time stream processing
confluent.io,features,main_feature,"Granular RBAC, ACLs, OAuth/OIDC, TLS/mTLS security"
confluent.io,features,main_feature,Cluster Linking for cross-cluster and hybrid cloud data sync
confluent.io,features,main_feature,Unified Stream Manager single-pane monitoring and governance
confluent.io,features,main_feature,Ansible Playbooks and Confluent Replicator for orchestration
confluent.io,features,usage_limit,Free on single broker with no time limit
confluent.io,features,usage_limit,Free for 30 days on unlimited brokers
confluent.io,setup,setup_step,"Choose between Confluent Cloud, Confluent Platform, or Apache Kafka"
confluent.io,setup,setup_step,For Cloud: follow the Confluent Cloud Quick Start
confluent.io,setup,setup_step,For on-premises: install Confluent Platform via ZIP and TAR archive
confluent.io,setup,setup_step,Install the Confluent CLI to manage Platform or Cloud
confluent.io,setup,setup_step,Use Confluent Platform Quick Start to get started on laptop
confluent.io,setup,has_public_api,True
confluent.io,setup,key_integration,Apache Kafka
confluent.io,setup,key_integration,Apache Flink
confluent.io,setup,key_integration,Kafka Connect
confluent.io,setup,key_integration,Schema Registry
confluent.io,setup,key_integration,Kafka Streams
confluent.io,setup,key_integration,Terraform
confluent.io,setup,key_integration,Confluent for Kubernetes
confluent.io,setup,key_integration,Ansible Playbooks
confluent.io,setup,key_integration,Apache Iceberg
confluent.io,setup,key_integration,Delta Lake
datadoghq.com,pricing,plan,"name=AI Credits | price_monthly=500 | currency=USD | key_limits=Per 500 credits, per month. Billed annually or $1.30 per credit on-demand."
datadoghq.com,pricing,plan,"name=Code Coverage | price_monthly=12 | price_annual_per_month=8 | currency=USD | key_limits=Per committer, per month. Billed annually or $12 on-demand."
datadoghq.com,pricing,plan,"name=Log Management - Ingest | price_monthly=0.1 | price_annual_per_month=0.1 | currency=USD | key_limits=Per ingested or scanned GB, per month. Billed annually or $0.10 on-demand."
datadoghq.com,pricing,plan,"name=Log Management - Standard Indexing | price_monthly=2.55 | price_annual_per_month=1.7 | currency=USD | key_limits=Per million log events, per month. Billed annually or $2.55 on-demand. 15-day retention."
datadoghq.com,pricing,plan,"name=Log Management - Flex Storage | price_monthly=0.075 | price_annual_per_month=0.05 | currency=USD | key_limits=Per million events stored, per month. Billed annually or $0.075 on-demand."
datadoghq.com,pricing,plan,"name=Log Management - Flex Compute | price_monthly=0.05 | currency=USD | key_limits=Per instance-hour, per month. Multiple preconfigured compute options available."
datadoghq.com,pricing,plan,"name=Log Management - Flex Logs Starter | price_monthly=0.9 | price_annual_per_month=0.6 | currency=USD | key_limits=Per million events stored, per month. Billed annually or $0.90 on-demand. Retention options: 3, 6, 12, 15 months."
datadoghq.com,pricing,plan,"name=Log Forwarding to Custom Destinations | price_monthly=0.25 | currency=USD | key_limits=Per GB outbound, per destination, per month."
datadoghq.com,pricing,free_plan,True
datadoghq.com,pricing,pricing_model_notes,"Multi-Year/Volume discounts available. Annual, monthly, and on-demand plans available. Flexible pricing designed to scale with business needs."
datadoghq.com,features,main_feature,Turn-key integrations aggregating metrics across full DevOps stack
datadoghq.com,features,main_feature,APM: trace requests end-to-end across distributed systems
datadoghq.com,features,main_feature,"Log management: search, filter, analyze logs in context"
datadoghq.com,features,main_feature,Synthetic monitoring: proactive user journey and SLO management
datadoghq.com,features,main_feature,Real User Monitoring: frontend performance and session metrics
datadoghq.com,features,main_feature,"Network monitoring across multi-cloud, hybrid, on-premises environments"
datadoghq.com,features,main_feature,Real-time interactive dashboards with high-resolution metrics
datadoghq.com,features,main_feature,Team collaboration: discuss issues in-context with production data
datadoghq.com,features,main_feature,Alerting on any metric for single host or entire cluster
datadoghq.com,features,main_feature,Full REST API and client libraries for custom instrumentation
datadoghq.com,features,main_feature,"Cloud security: risk assessment, threat detection, vulnerability management"
datadoghq.com,features,main_feature,AI-assisted investigation reducing investigation time by up to 93%
datadoghq.com,setup,setup_step,Install the Datadog Agent on your hosts
datadoghq.com,setup,setup_step,"Set up integrations to gather metrics, traces, and logs"
datadoghq.com,setup,setup_step,Get started in the Datadog app to visualize data
datadoghq.com,setup,setup_step,"Create dashboards, alerts, monitors, and more"
datadoghq.com,setup,has_public_api,True
datadoghq.com,setup,sdk,Client SDKs (platform-specific)
datadoghq.com,setup,key_integration,"1,000+ built-in integrations"
datadoghq.com,setup,key_integration,OpenTelemetry
datadoghq.com,setup,key_integration,CI/CD providers
datadoghq.com,setup,key_integration,IDE Plugins
docusign.com,pricing,plan,name=Personal | price_monthly=11 | price_annual_per_month=11 | currency=USD | key_limits=5 envelopes per month
docusign.com,pricing,plan,name=Standard | price_monthly=30 | price_annual_per_month=30 | currency=USD | key_limits=100 envelopes per user per year
docusign.com,pricing,plan,name=Business Pro | price_monthly=45 | price_annual_per_month=45 | currency=USD | key_limits=100 envelopes per user per year
docusign.com,pricing,plan,name=Enhanced plans | key_limits=Custom envelope limits
docusign.com,pricing,free_plan,False
docusign.com,pricing,pricing_model_notes,"Annual | Billed monthly subscription type with 30-day money-back guarantee for annual plans. Personal plan is $132 annual commitment. Standard and Business Pro are $360 and $540 annual commitments respectively. Prices shown are per user/month for Standard and Business Pro. Add-ons available: SMS delivery starting at $0.36/delivery, ID verification starting at $2.40/attempt. Pay-as-you-go overage billing for envelopes exceeding plan allowance."
docusign.com,features,main_feature,Electronic signature sending via envelopes
docusign.com,features,main_feature,AI-assisted agreement summary and management
docusign.com,features,main_feature,Reusable templates for faster setup
docusign.com,features,main_feature,1000+ partner integrations and App Center
docusign.com,features,main_feature,Real-time audit trail for all agreements
docusign.com,features,main_feature,Mobile app and mobile-responsive signing
docusign.com,features,main_feature,Real-time commenting for team collaboration
docusign.com,features,main_feature,Bulk sending to multiple recipients at once
docusign.com,features,main_feature,Payment collection during signing process
docusign.com,features,main_feature,Mobile-friendly web forms for data collection
docusign.com,features,main_feature,SMS delivery for faster signature collection
docusign.com,features,main_feature,Identity verification to reduce fraud risk
docusign.com,features,usage_limit,Personal: 5 envelopes per month
docusign.com,features,usage_limit,Standard: 100 envelopes per user per year
docusign.com,features,usage_limit,Business Pro: 100 envelopes per user per year
docusign.com,features,usage_limit,Enhanced: custom envelope limits
docusign.com,features,usage_limit,Standard: 5 SMS deliveries one-time bonus
docusign.com,features,usage_limit,Standard: 5 identity verifications one-time bonus
docusign.com,setup,has_public_api,True
docusign.com,setup,key_integration,eSignature REST API
docusign.com,setup,key_integration,Web Forms API
docusign.com,setup,key_integration,Workflow Builder API
docusign.com,setup,key_integration,Agreement Manager API
docusign.com,setup,key_integration,Docusign Admin API
docusign.com,setup,key_integration,Connect Webhooks
doordash.com,pricing,plan,name=Monthly Plan | price_monthly=9.99 | currency=USD
doordash.com,pricing,plan,name=Annual Plan | price_monthly=8.0 | currency=USD
doordash.com,pricing,free_plan,False
elevenlabs.io,pricing,plan,"name=Free | price_monthly=0 | key_limits=10k credits per month, 3 Projects in Studio"
elevenlabs.io,pricing,plan,"name=Starter | price_monthly=6 | price_annual_per_month=5 | key_limits=30k credits per month, 20 Projects in Studio, Commercial License, Instant Voice Cloning"
elevenlabs.io,pricing,plan,"name=Creator | price_monthly=22 | price_annual_per_month=18.33 | key_limits=121k credits per month, Professional Voice Cloning, Additional Credits"
elevenlabs.io,pricing,plan,"name=Pro | price_monthly=99 | price_annual_per_month=82.5 | key_limits=600k credits per month, 44.1kHz PCM audio output via API, 192kbps quality audio"
elevenlabs.io,pricing,plan,"name=Scale | price_monthly=299 | price_annual_per_month=249.17 | key_limits=1.8M credits per month, 3 Workspace seats, Team Collaboration, 3 Professional Voice Clones"
elevenlabs.io,pricing,plan,"name=Business | price_monthly=990 | price_annual_per_month=825 | key_limits=6M credits per month, 10 Workspace seats, 10 Professional Voice Clones, Low-latency TTS"
elevenlabs.io,pricing,plan,"name=Enterprise | key_limits=Custom pricing, Custom terms, DPA/SLAs, BAAs for HIPAA, Custom SSO, Priority support"
elevenlabs.io,pricing,free_plan,True
elevenlabs.io,pricing,pricing_model_notes,Annual billing costs 10 months of payment (2 months free). Credits-based system shared across all products. First month of Creator plan is 50% off ($11). Startup Grants Program offers 12 months free with 33M characters for qualifying startups.
elevenlabs.io,features,main_feature,Text to Speech audio generation
elevenlabs.io,features,main_feature,Speech to Text transcription
elevenlabs.io,features,main_feature,Voice Cloning (Instant and Professional)
elevenlabs.io,features,main_feature,Sound Effects generation
elevenlabs.io,features,main_feature,AI Music generation with commercial use
elevenlabs.io,features,main_feature,Voice Changer and Voice Isolator tools
elevenlabs.io,features,main_feature,Automatic Dubbing and Dubbing Studio
elevenlabs.io,features,main_feature,AI Image and Video generation
elevenlabs.io,features,main_feature,Voice Design custom voice creation
elevenlabs.io,features,main_feature,Studio with multi-project support
elevenlabs.io,features,main_feature,Conversational AI Voice Agents
elevenlabs.io,features,main_feature,44.1kHz PCM and 192kbps high-quality audio output
elevenlabs.io,features,usage_limit,"Free: 10k credits/month, 3 Studio projects"
elevenlabs.io,features,usage_limit,"Starter: 30k credits/month, 20 Studio projects"
elevenlabs.io,features,usage_limit,Creator: 121k credits/month
elevenlabs.io,features,usage_limit,Pro: 600k credits/month
elevenlabs.io,features,usage_limit,"Scale: 1.8M credits/month, 3 workspace seats"
elevenlabs.io,features,usage_limit,"Business: 6M credits/month, 10 workspace seats"
elevenlabs.io,features,usage_limit,Enterprise: custom credits and seats
elevenlabs.io,features,usage_limit,Startup Grant: 33M characters free for 12 months
elevenlabs.io,features,usage_limit,Single request credit limit applies (details in FAQ)
elevenlabs.io,setup,setup_step,Visit ElevenLabs and sign up for an account
elevenlabs.io,setup,setup_step,"Choose your path: ElevenCreative, ElevenAgents, ElevenAPI, or Reception AI"
elevenlabs.io,setup,setup_step,"For API use, obtain an API key from the dashboard"
elevenlabs.io,setup,setup_step,Install the official Python or TypeScript SDK
elevenlabs.io,setup,setup_step,"Select a voice by ID from the 10,000+ voice library"
elevenlabs.io,setup,setup_step,"Choose a model based on quality, latency, and language needs"
elevenlabs.io,setup,setup_step,Make API requests or use the no-code dashboard to generate audio
elevenlabs.io,setup,setup_step,Monitor credit usage; credits reset monthly and roll over up to two months
elevenlabs.io,setup,auth_method,API key
elevenlabs.io,setup,has_public_api,True
elevenlabs.io,setup,sdk,Python
elevenlabs.io,setup,sdk,TypeScript
elevenlabs.io,setup,key_integration,REST API
elevenlabs.io,setup,key_integration,ElevenCreative (no-code web app)
elevenlabs.io,setup,key_integration,ElevenAgents (visual builder)
elevenlabs.io,setup,key_integration,Reception AI (AI phone receptionist)
elevenlabs.io,setup,key_integration,Microsoft Entra SAML SSO
elevenlabs.io,setup,key_integration,Okta SAML SSO
elevenlabs.io,setup,key_integration,SCIM
forter.com,pricing,plan,name=Contact Sales
forter.com,pricing,pricing_model_notes,No pricing information available on page; contact sales required
forter.com,features,main_feature,Analytics Agent: query traffic data for instant insights
forter.com,features,main_feature,Payments Agent: optimizes authorization rates and routing
forter.com,features,main_feature,"Dispute Agent: triages chargebacks, pulls evidence, writes letters"
forter.com,features,main_feature,Abuse Agent: writes and optimizes policies from plain language
forter.com,features,main_feature,Integration Agent: auto-connects Forter to existing systems
forter.com,features,main_feature,"Fraud Management: increase approvals, stop fraud and abuse"
forter.com,features,main_feature,"Payment Optimization: orchestrates payment flows, reduces costs"
forter.com,features,main_feature,Agentic Orchestration: supports AI-agent-driven commerce safely
forter.com,features,main_feature,Network of 2B+ identities for instant customer recognition
forter.com,features,main_feature,"Single platform uniting fraud, payments, and dispute decisions"
forter.com,features,main_feature,Patented Decision AI identifying humans and autonomous agents
forter.com,features,main_feature,Identity and Issuer Intelligence for maximizing approval rates
forter.com,setup,setup_step,Review the Quick Start section for common use cases
forter.com,setup,setup_step,Integrate the JavaScript snippet (v27 recommended) for behavior tracking
forter.com,setup,setup_step,Integrate iOS or Android SDK if mobile support is needed
forter.com,setup,setup_step,Connect via Forter's API for real-time decisions on transactions
forter.com,setup,setup_step,Transfer historical data to train Forter's decision model
forter.com,setup,setup_step,"Choose and configure relevant product (Fraud Management, Account Protection, etc.)"
forter.com,setup,has_public_api,True
forter.com,setup,sdk,iOS SDK
forter.com,setup,sdk,Android SDK
forter.com,setup,key_integration,Shopify
forter.com,setup,key_integration,Salesforce Commerce Cloud
forter.com,setup,key_integration,JavaScript snippet
forter.com,setup,key_integration,PSP integrations
front.com,pricing,plan,"name=Starter | price_monthly=25 | currency=USD | key_limits=Single channel type, up to 10 seats, up to 10 automation rules, basic analytics, no-code public knowledge base"
front.com,pricing,plan,"name=Professional | price_monthly=65 | currency=USD | key_limits=Omnichannel support, up to 50 seats, up to 20 automation rules, advanced analytics, multiple workspaces, SSO, SCIM"
front.com,pricing,plan,"name=Enterprise | price_monthly=105 | currency=USD | key_limits=Advanced AI tools, unlimited rules and macros, multi-language knowledge base, custom roles and permissions, AI Copilot/QA/CSAT included"
front.com,pricing,free_plan,False
front.com,pricing,pricing_model_notes,"Prices shown are per seat per month when billed annually with 24% savings. Starter supports up to 10 seats, Professional up to 50 seats, Enterprise unlimited. AI add-ons available separately (Autopilot starting at $0.05/conversation, Copilot $20/seat/month, Smart QA $20/seat/month, Smart CSAT $10/seat/month). Free trial includes all Professional plan features, no credit card required."
front.com,features,main_feature,Shared inbox and collaborative email management
front.com,features,main_feature,"Omnichannel support: email, SMS, social, WhatsApp, chat"
front.com,features,main_feature,AI Autopilot for complex omnichannel customer workflows
front.com,features,main_feature,AI Copilot real-time assistant for agent productivity
front.com,features,main_feature,Smart QA automated AI-powered agent quality assurance
front.com,features,main_feature,Smart CSAT AI-inferred customer satisfaction ratings
front.com,features,main_feature,Ticketing system for complex support workflows
front.com,features,main_feature,Live chat customers don't hate
front.com,features,main_feature,No-code and customizable knowledge base
front.com,features,main_feature,Workflow automation rules and macros
front.com,features,main_feature,Advanced analytics and custom reporting
front.com,features,main_feature,Integrations and API for connecting external tools
front.com,features,usage_limit,"Starter: up to 10 seats, single channel type"
front.com,features,usage_limit,"Professional: up to 50 seats, up to 5 workspaces"
front.com,features,usage_limit,Starter: up to 10 automation rules
front.com,features,usage_limit,Professional: up to 20 automation rules
front.com,features,usage_limit,Enterprise: unlimited rules and macros
front.com,features,usage_limit,Starter: up to 10 channels per license
front.com,features,usage_limit,Professional: up to 30 channels per license
front.com,features,usage_limit,Enterprise: up to 50 channels per license
front.com,features,usage_limit,API rate limit increase: $200 per 100 requests/min/month
gamma.app,pricing,free_plan,True
gamma.app,pricing,pricing_model_notes,"Free tier includes starter pack of AI credits. Paid plans unlock latest AI models, more credits, advanced analytics, custom fonts, option to remove Gamma badge, and more. Specific plan names and prices not stated in text."
gamma.app,setup,setup_step,Visit Gamma Developer Docs and review API overview
gamma.app,setup,setup_step,Obtain a Pro/Ultra/Teams/Business plan for API key access
gamma.app,setup,setup_step,Copy API key from Settings > API Keys in your Gamma account
gamma.app,setup,setup_step,Include X-API-KEY header in all requests with Content-Type: application/json
gamma.app,setup,setup_step,"POST to /v1.0/generations with inputText, format, and other params"
gamma.app,setup,setup_step,Poll GET /v1.0/generations/{generationId} every 5 seconds for status
gamma.app,setup,setup_step,Retrieve gammaUrl or exportUrl from completed generation response
gamma.app,setup,setup_step,For OAuth: register a client and run the authorization flow instead
gamma.app,setup,auth_method,API key (X-API-KEY header) or OAuth 2.0 (Authorization: Bearer)
gamma.app,setup,has_public_api,True
gamma.app,setup,key_integration,Zapier
gamma.app,setup,key_integration,Make
gamma.app,setup,key_integration,n8n
gamma.app,setup,key_integration,MCP server (AI tools via OAuth with Dynamic Client Registration)
hashicorp.com,pricing,plan,name=HCP Terraform Essentials | price_monthly=0.1 | currency=USD | key_limits=Starting at $0.10 per month per resource
hashicorp.com,pricing,plan,name=HCP Terraform Standard | price_monthly=0.47 | currency=USD | key_limits=Starting at $0.47 per month per resource
hashicorp.com,pricing,plan,name=HCP Terraform Premium | price_monthly=0.99 | currency=USD | key_limits=Starting at $0.99 per month per resource
hashicorp.com,pricing,plan,name=IBM Terraform Enterprise | key_limits=Custom Pricing - Contact sales
hashicorp.com,pricing,plan,name=IBM HCP Terraform Europe | key_limits=Custom Pricing - Contact sales
hashicorp.com,pricing,plan,"name=Pay-as-You-Go (PAYG) | currency=USD | key_limits=On-demand, usage-based billing with no long-term commitment and $500 credit"
hashicorp.com,pricing,plan,name=Flex | key_limits=Single and multi-year plans available - Contact sales
hashicorp.com,pricing,free_plan,True
hashicorp.com,pricing,pricing_model_notes,Usage-based pricing per resource per month. $500 HCP trial credit available. Prices shown are starting rates and vary by usage.
hashicorp.com,features,main_feature,Automated infrastructure as code provisioning and management
hashicorp.com,features,main_feature,Remote state storage for infrastructure configurations
hashicorp.com,features,main_feature,VCS connection for version control integration
hashicorp.com,features,main_feature,Secure variable storage for sensitive data
hashicorp.com,features,main_feature,Remote runs including plan and apply operations
hashicorp.com,features,main_feature,Private registry for modules and providers
hashicorp.com,features,main_feature,Team management and collaboration tools
hashicorp.com,features,main_feature,No-code provisioning for self-service workflows
hashicorp.com,features,main_feature,Policy and security governance controls
hashicorp.com,features,main_feature,Cross-organization registry sharing
hashicorp.com,features,main_feature,"Waypoint templates, add-ons, and actions included"
hashicorp.com,features,main_feature,Test-integrated module publishing and generated module tests
hashicorp.com,features,usage_limit,Essentials: test-integrated module publishing limited to 10 modules
hashicorp.com,features,usage_limit,Standard and above: unlimited module publishing
hashicorp.com,features,usage_limit,Generated module tests in Beta on Standard and Premium
hashicorp.com,setup,setup_step,Install the Sentinel CLI
hashicorp.com,setup,setup_step,Write your first example Sentinel policies
hashicorp.com,setup,setup_step,Run your first example Sentinel policies
hashicorp.com,setup,key_integration,HCP Terraform
hashicorp.com,setup,key_integration,Vault
hashicorp.com,setup,key_integration,Nomad
helpscout.com,pricing,plan,"name=Free | key_limits=5 users, 1 Inbox, 1 Docs site, 100 contacts/mo, 10 saved replies, 10 tags, 1 basic SLA policy, 150 basic workflows"
helpscout.com,pricing,plan,"name=Standard | price_monthly=25 | currency=USD | key_limits=Multiple Inboxes, Live chat and SMS, WhatsApp/Instagram/Messenger, Multiple knowledge bases, Basic workflows, AI Inbox assistant"
helpscout.com,pricing,plan,"name=Plus | price_monthly=45 | currency=USD | key_limits=Advanced workflows, Two advanced SLA policies, Secure customer portal, Unlimited AI Drafts, Round robin routing, Salesforce/Jira/HubSpot integration, Internal teams"
helpscout.com,pricing,plan,"name=Pro | price_monthly=75 | currency=USD | key_limits=Unlimited workflows, Unlimited SLA policies, Multiple routing types, SSO/SAML, HIPAA compliance, Up to 50 light users, Dedicated onboarding, Strategic account manager"
helpscout.com,pricing,free_plan,True
helpscout.com,pricing,pricing_model_notes,Prices shown are per user/month. Monthly and annual billing options available (annual pricing not specified in text). Additional Inboxes $10/mo (annual) or $12/mo (monthly). Additional Docs sites $20/mo (annual) or $24/mo (monthly). AI Answers charged at $0.75 per resolution with 3-month free trial included at signup.
helpscout.com,features,main_feature,Unified inbox for all support channels
helpscout.com,features,main_feature,AI agents resolve 73% of interactions on average
